work_id,title,author,warnings,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits,summary
15871896,I want you to be happy,/users/who_seeks_shall_find/pseuds/who_seeks_shall_find,Creator Chose Not To Use Archive Warnings,General Audiences,F/M,Arrow (TV 2012),Oliver Queen/Felicity Smoak,"Oliver Queen, William Clayton (Arrow), Robert Queen (mentioned), Felicity Smoak (mentioned)","The mantle, Father-Son Relationship, Family, Conversations, post-season 6",English,2018-08-31,Completed,2018-08-31,1287,1/1,10,26,1,650,William asks his dad if he wants to give his mantle to his son. Oliver doesn't know what to answer.
15866934,silver,/users/yourloveisameme/pseuds/yourloveisameme,No Archive Warnings Apply,General Audiences,M/M,Haikyuu!!,Kageyama Tobio/Oikawa Tooru,"Oikawa Tooru, Kageyama Tobio, Hinata Shouyou, Iwaizumi Hajime","Alternate Universe - Royalty, Prince Oikawa Tooru, Ficlet, Pretty sure this is not how dueling works, Oikage Day",English,2018-08-31,Completed,2018-08-31,1282,1/1,2,30,null,133,"""Okay,"" Oikawa turned to his men, who sat on their horses waiting for his command. ""I'm going to go up there, and see if I can rescue Lady Kiyoko."" ""Excuse me,"" said a gruff voice. ""I was here first."""
15861351,Fairies?,/users/froggydarren/pseuds/triggeringthehealing,No Archive Warnings Apply,General Audiences,M/M,Teen Wolf (TV),"Derek Hale/Stiles Stilinski, Allison Argent/Scott McCall","Stiles Stilinski, Scott McCall (Teen Wolf), Allison Argent, Derek Hale, Periwinkle (Disney Fairies)","Fairies, Alternate Universe - Everyone Lives/Nobody Dies, Disney References, Hypothermia, Getting Together",English,2018-08-31,Completed,2018-08-31,2751,1/1,8,133,17,632,"It's been getting cold in the Preserve for weeks, so the pack decides that it's time to try and figure out what's happening before the frost engulfs the whole town. When Stiles comes to the conclusion that it's a fairy -- or more of them -- there is an abundance of Disney references that no one really takes seriously. Especially when it's Stiles and Derek who are tasked with finding and talking to the fairy that's causing the cold."
15859710,Three Simple Words:,/users/stevedannolover100781/pseuds/stevedannolover100781,"Creator Chose Not To Use Archive Warnings, No Archive Warnings Apply, Underage",Mature,M/M,Hawaii Five-0 (2010),"Steve McGarrett/Danny ""Danno"" Williams","Steve McGarrett, Danny ""Danno"" Williams","Insecurity, Hurt/Comfort, Emotional Hurt/Comfort, General, Drama, Established Relationship, Consensual, Happy, Happy Ending, Sad, Sadstuck, Rating: M, Ratings: R, Romance, Slash, Male Slash, Boys Kissing, Kissing, Boys In Love, Mild Sexual Content, Love Confessions, Confessions",English,2018-08-31,Completed,2018-08-31,182,1/1,null,4,1,69,"*Summary: Danny was glad that he had Steve in his life, Danny has another surprise for him, What happens?, Stay Tuned!!!!*"
15858873,Hang Over Her,/users/KB9VCN/pseuds/KB9VCN,No Archive Warnings Apply,Teen And Up Audiences,F/M,Vocaloid,Kaito/Meiko (Vocaloid),"Kaito (Vocaloid), Meiko (Vocaloid)","One Shot, Humor, Romance",English,2018-08-31,Completed,2018-08-31,1000,1/1,null,null,null,18,
15858594,A Needed Respite,/users/nazgularepeopletoo/pseuds/nazgularepeopletoo,No Archive Warnings Apply,General Audiences,M/M,"Game of Thrones (TV), A Song of Ice and Fire - George R. R. Martin",Theon Greyjoy/Robb Stark,"Theon Greyjoy, Robb Stark","Alternate Universe - College/University, this is just cute, please let theon rest, he just wants to pass his classes",English,2018-09-01,Completed,2018-09-01,1028,1/1,null,12,null,196,"Prompt: I haven't slept in four days... ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ ""Robb wasn’t expecting anyone to be in the study room this early in the morning on a Sunday, but there definitely was. It looked like they had been there for a while, at least all night, perhaps all day yesterday too if wrappers and empty energy drink cans that littered the table in the center."""
15858591,Your so Vain.,/users/BadBoyDeanAsf/pseuds/BadBoyDeanAsf,No Archive Warnings Apply,Explicit,"F/M, M/M",Supernatural,Castiel/Dean Winchester,"Dean Winchester, Sam Winchester, Michael (Supernatural), Gabriel (Supernatural), Castiel (Supernatural), Charlie Bradbury, Benny Lafitte, Lucifer (Supernatural)","Alternate Universe - College/University, BDSM, Light BDSM, Handcuffs, Hand Jobs, Daddy Kink, Praise Kink, Alternate Universe - Fraternity, Twink Castiel, Bad Boy Dean Winchester, Frat Boy Dean Winchester",English,2018-09-01,Completed,2018-09-01,757,1/1,10,10,1,445,"This was it, the first day of the rest of his life, Castiel James Novak was starting his freshman year at Kansas State University. He’d done all the reading, read all the books, took all the tours. He was ready.   Another one by Badboydeanasf, Youll actually see a bad boy/ fraternity brother dean winchester and Twink!Castiel. Your welcome."
15858588,I've sunshine enough to spread,/users/blackkat/pseuds/blackkat,No Archive Warnings Apply,Teen And Up Audiences,M/M,Naruto,Senju Hashirama/Uchiha Obito,"Uchiha Obito, Senju Hashirama, Hatake Kakashi","Alternate Universe - Modern Setting, Sharing Clothes, Fluff, Established Relationship",English,2018-09-01,Completed,2018-09-01,1445,1/1,19,487,42,2159,The first time is an accident. The second time is unrepentant thievery.
15858573,Heartache,/users/ZenoObsessed/pseuds/ZenoObsessed,No Archive Warnings Apply,General Audiences,Gen,Akatsuki no Yona | Yona of the Dawn,,Zeno (Akatsuki no Yona),"Angst, all angst, birthday fic, happy birthday yellow dragon",English,2018-09-01,Completed,2018-09-01,340,1/1,null,6,null,37,"Yes! The zeno birthday fic! It’s late and I’m sorry, but school comes first. Now I know your all excited for it! So happy birthday to my favorite yellow dragon! August 30th“The loneliness moment in a person’s life is when their whole world is falling apart and all they can do is just sit and stare,emotionless.”"
15858552,[Podfic] Universal Laws,/users/chasingkerouac/pseuds/chasingkerouac,No Archive Warnings Apply,General Audiences,Gen,Glee,Blaine Anderson/Kurt Hummel,"Blaine Anderson, Kurt Hummel","Podfic, Podfic Length: 20-30 Minutes, Meet-Cute, Alternate Universe, Alternate Universe - Different First Meeting, Murphy's Law, terrible horrible no good very bad day, Birthday, blaine is a veritable ray of sunshine, the universe has a plan, Fluff, Fluff and Humor",English,2018-09-01,Completed,2018-09-01,21,1/1,null,4,null,81,"Kurt made the mistake of thinking the day could not get any worse. It was a generally accepted universal law that once anyone acknowledges that something can get worse, it will get worse. It was barely 10am, and Kurt knew with certainty that the universe had a plan and was conspiring with some teenage youtuber on the world’s worst hidden camera clickbait challenge just to see how many ‘ruin the guy’s day’ videos it would take to make him crack. But maybe that's not the entirety of the universe's plan. Podfic length: 00:21:28"
15858546,The One With Monica's Story,/users/Crystal_Waters/pseuds/Crystal_Waters,No Archive Warnings Apply,Teen And Up Audiences,Gen,"Marvel Cinematic Universe, The Avengers (Marvel Movies), Marvel, Spider-Man: Homecoming (2017)",,"Original Characters, Peter Parker, Michelle Jones, Ned Leeds","Implied/Referenced Child Abuse, Peter Parker is a good friend, POV Original Character, Angst, a future part to the Seris will solve the angst",English,2018-09-01,Completed,2018-09-01,895,1/1,null,11,null,123,
15858525,Alliance,/users/shadowglove88/pseuds/shadowglove88,No Archive Warnings Apply,Teen And Up Audiences,M/M,Merlin - Fandom,Merlin/Arthur Pendragon (Merlin),"Merlin (Merlin), Arthur Pendragon (Merlin), Morgana (Merlin), Uther Pendragon (Merlin), Balinor (Merlin), Freya (Merlin)","Alternate Universe - Canon Divergence, Alternate Universe - Arranged Marriage, Marriage of Convenience, Merlin is a prince in this one, Magic was never banned, Magical Tattoos",English,2018-09-01,Completed,2018-09-01,5048,1/1,9,190,33,1432,"When Arthur finds out his father is making an alliance with the magical barbarians in the forest, he refuses to marry any of the daughters of Lord Balinor Emrys. But somehow he can't stay away from Balinor's only son, the ethereal Merlin."
15858522,Little talks,/users/CalicoCats/pseuds/CalicoCats,No Archive Warnings Apply,General Audiences,Gen,mobusaiko100 | Mob Psycho 100,"Kageyama Ritsu & Suzuki Shou, Can be seen as romantic but it's nothing blatant","Suzuki Shou, Kageyama Ritsu, mobs mentioned but not really. there","Shou centric, Introspection",English,2018-09-01,Completed,2018-09-01,612,1/1,null,11,null,39,Shou deals with the downfall of Claw and what the future holds.
15858516,Painting a Masterpiece,/users/Calico_Cat_TIVA_Fan/pseuds/Calico_Cat_TIVA_Fan,No Archive Warnings Apply,Mature,F/M,NCIS,Ziva David/Anthony DiNozzo,"Ziva David, Anthony DiNozzo","long weekend, Bikini - Freeform, Speedo, Adult fun",English,2018-09-01,Completed,2018-09-01,5903,1/1,3,2,null,122,"Ziva and Tony have a long weekend to themselves at Gibbs' cabin; no kids, no pets, nobody else around. Their fun includes Ziva's bikini, Tony's Speedo and some surprises. TIVA all the way and TIVA smut. Part of the ""You Complete Me"" universe."
15858495,Even the Champion has his Quirks...,/users/ead13/pseuds/ead13,No Archive Warnings Apply,General Audiences,Gen,Dragon Age: Inquisition,,"Male Hawke, Varric Tethras, Cassandra Pentaghast, Cole (Dragon Age), Jean-Marc Stroud, Male Adaar","Phobias, meeting the Warden contact, Nugs, something even VARRIC didn't know",English,2018-09-01,Completed,2018-09-01,2071,1/1,2,5,1,33,"Prompt: Hawke is afraid of nugs. Forget giant spiders and werewolves, it’s those funny pig rabbits that make him flee. The meeting with the Warden contact should be a serious matter, but Hawke is acting quite strange since he set foot in that cave..."
15858483,I'll Take You For A Ride,/users/bluejoseph/pseuds/bluejoseph,No Archive Warnings Apply,Teen And Up Audiences,M/M,Twenty One Pilots,Josh Dun/Tyler Joseph,"Tyler Joseph, Josh Dun","Fluff, They have sex but I wouldn't call it smut, Art Museums, They go on a little adventure in the city, idk what this is, They have a cat named Clancy, Domestic Fluff, Adventurous!Tyler, Loving!Josh, josh's POV, relationship goals tbh",English,2018-09-01,Completed,2018-09-01,1441,1/1,6,24,1,151,Josh should be paying the bills.
