work_id,title,author,warnings,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits,summary
16064897,A Baker's Dozen,/users/ohohomos/pseuds/caratkat,No Archive Warnings Apply,General Audiences,M/M,SEVENTEEN (Band),Kim Mingyu/Lee Jihoon | Woozi,"Kim Mingyu, Kim Mingyu's Parents, Lee Jihoon | Woozi, Lee Jihoon | Woozi's Parents","Alternate Universe - Bakery, Alternate Universe - Flower Shop",English,2018-09-20,Completed,2018-09-20,1466,1/1,null,9,null,85,"""Kim Mingyu"" is a frequent client of his family's bakeshop who is the cause of his daily untimely awakening. Who buys bread at 5 o'clock in the morning?!"
16063067,Intersection,/users/jeroine/pseuds/jeroine,Major Character Death,Mature,Other,Banana Fish (Anime & Manga),,"Ash Lynx, Lao Yen-Thai, Charlie Dickenson (Banana Fish), Lee Yut-Lung, Sing Soo-Ling, Ibe Shunichi, Okumura Eiji, Original Female Character(s)","Angst, Heavy Angst, Tragedy, Angst and Tragedy, Character Death, Short One Shot, One Shot, Spoilers, No Dialogue, Emotional Hurt, Grief/Mourning",English,2018-09-20,Completed,2018-09-20,1943,1/1,2,6,null,32,-- THIS CONTAINS MAJOR SPOILERS FOR THE MANGA! PLEASE TAKE CAUTION!-- A one shot that takes place shortly after Volume 19 and touches a bit on the epilogue Garden of Light.(Please read the end notes and please don't attack me.)
16052240,Ticking Time Bomb,/users/TheballetslipperandTheblackhoodie21/pseuds/TheballetslipperandTheblackhoodie21,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,F/M,Cloak & Dagger (TV 2018),"Tandy Bowen/Tyrone Johnson, Tandy Bowen & Tyrone Johnson","Tandy Bowen, Tyrone Johnson, Evita Fusilier, Otis Johnson, Adina Johnson, Mina Hess, Liam Walsh, Melissa Bowen, Brigid O'Reilly, Original Female Character(s), Original Male Character(s), Original Characters","Temporary Character Death, Wicca, Angst with a Happy Ending, Sad with a Happy Ending, Witches, I Will Go Down With This Ship, Witchcraft, Cousins, Love, Superheroes",English,2018-09-20,Completed,2018-09-20,882,1/1,1,4,1,130,"It wasn't supposed to be like this, they were supposed to be graduating from St. Sebastian's soon, but now they couldn't, she still could, but what good would it be if he wasn't there to see her, she missed him. Him. Her everything, her twin flame, her quite literal shadow, her best friend, her home, her partner in crime and in life, her boyfriend, her LOVER, the man who she wanted to marry, the one who she wanted to wake up next to in the mornings, but now none of that will come true, because HE'S GONE, and she misses him, their Cloak and Dagger, not just Dagger"
16052075,How was your day?,/users/Bugluv/pseuds/Bugluv,No Archive Warnings Apply,Explicit,F/M,"Riverdale (TV 2017), bughead - Fandom",bughead,"Betty Cooper, Jughead Jones","Kinky Fucks Discord, Kink Week!!!!!, kinky smut, Betty just wants to help, Betty Cooper is the queen of distractions, see how many iconic bughead lines you can spot, Future Fic, Oral Sex, multiple orgasms because jughead is capable of giving Betty amazing orgasms in one sitting, Sex with vibrator, Happy Kink Week Y'all",English,2018-09-21,Completed,2018-09-21,3159,1/1,19,81,14,1588,"Jughead Jones is stressed out and uninspired while trying to write the sequel to his Best-Selling Novel. Betty Cooper-Jones only wants to help him out, and comes up with a plan to do just that."
16052072,goodnight n' go,/users/NozomiPower/pseuds/NozomiPower,No Archive Warnings Apply,Teen And Up Audiences,M/M,NCT (Band),Park Jisung/Zhong Chen Le,"Park Jisung (NCT), Zhong Chen Le","all the other dreamies are mentioned, Rated for cursing, only a couple instances of 'fuck' tho, Short",English,2018-09-21,Completed,2018-09-21,1352,1/1,4,45,6,266,"""Want to say goodnightWant to say goodnight and goWant to say goodnightBaby, say goodnight and goWant to say goodnightSay goodnight and go"" or Chenle can't hang up after Jisung falls asleep"
16052066,Lifeboat,/users/helloearthlings/pseuds/helloearthlings,No Archive Warnings Apply,Teen And Up Audiences,Gen,King Falls AM (Podcast),Ben Arnold & Sammy Stevens,"Sammy Stevens, Ben Arnold, Troy Krieghauser","Canon Compliant, Grief/Mourning, Friendship, Friendship/Love, Angst, Prompt Fic",English,2018-09-21,Completed,2018-09-21,1030,1/1,10,28,2,84,"The past months have drained Ben beyond belief. His eyes are perpetually red, outlined by dark circles. His hands shake when he reaches for his beer. Sammy notices, not for the first time, that he’s lost weight. It’s concerning, how much Ben reminds Sammy of himself right now. Sammy wouldn’t have suggested the bar, but Troy had thought it would do Ben some good to get out of his apartment and spend time in public. Ben’s activities right now were pretty regulated to his apartment, the radio station, and wherever the hell else Ben went when he was doing his notebook shit. It’s even more concerning, how much Ben reminds Sammy of Jack right now."
16052003,An Unlikely Friendship,/users/That__1nerd/pseuds/That__1nerd,Creator Chose Not To Use Archive Warnings,General Audiences,Other,"Marvel Cinematic Universe, The Avengers (Marvel Movies), Spider-Man: Homecoming (2017), Iron Man (Movies)","Peter Parker & Tony Stark, James ""Bucky"" Barnes/Peter Parker","Peter Parker, James ""Bucky"" Barnes, Tony Stark, Steve Rogers, Sam Wilson (Marvel)","Tony is Peters biological dad, spiderson, Irondad, winter soldier - Freeform, IronDad and SpiderSon, Fluff, peter is a fluff monster, squeee, bucky is a soft boi",English,2018-09-21,Completed,2018-09-21,746,1/1,1,58,3,1332,A bunch of soft bucky with his soft nephew peter. Fluff to prepare you for the heartbreaking story that will be next >:)
16051991,The Devil's Voice,/users/snailieshell/pseuds/snailieshell,No Archive Warnings Apply,Explicit,M/M,bangtansonyeondan | Bangtan Boys | BTS,"Min Yoongi | Suga/Park Jimin, Kim Namjoon | RM/Kim Seokjin | Jin","Min Yoongi | Suga, Park Jimin (BTS), Kim Seokjin | Jin, Kim Namjoon | RM","Demon Summoning, yoonmin, namjin - Freeform, blatant disregard for religious ideology, Witches, Bottom Min Yoongi | Suga, Demon Min Yoongi | Suga, Top Park Jimin, Witch Park Jimin, Really badly discussed BDSM ideas, Master/Slave, Park Jimin Is Bad at Feelings",English,2018-09-21,Completed,2018-09-21,42608,1/1,15,133,34,2337,"Jimin accidentally summons a demon trope, their sexcapades ensue."
16051985,Permission Slips Please,/users/ShadowsintheClouds/pseuds/ShadowsintheClouds,No Archive Warnings Apply,General Audiences,"Gen, M/M","The Avengers (Marvel Movies), Marvel Cinematic Universe, Spider-Man: Homecoming (2017)","Steve Rogers/Tony Stark, Peter Parker & Tony Stark, Peter Parker & Steve Rogers, James ""Bucky"" Barnes & Peter Parker, Peter Parker & Avengers Team","Peter Parker, Ned Leeds, Michelle Jones, Flash Thompson, Tony Stark, Steve Rogers, Clint Barton, James ""Bucky"" Barnes, The Avengers - Character","Field Trip, team as a family, Iron Dad, Not Captain America: Civil War (Movie) Compliant, Fluff, pure fluff, embarrassment of a teenager, Precious Peter Parker, the avengers don't like bullies, Superfamily (Marvel)",English,2018-09-21,Completed,2018-09-21,3283,1/1,1,207,22,4038,"The obligatory field trip to SI fic with my own twist on it. Takes place after chapter 24 of my fic ""More Than He Seems"" so it's recommended that you read that."
16051979,Training and a Bit of ... You Know ;),/users/PresidentDragon/pseuds/PresidentDragon,No Archive Warnings Apply,Explicit,F/F,Elder Scrolls V: Skyrim,"Female Dovahkiin | Dragonborn/Lydia, Dovahkiin | Dragonborn/Lydia","Female Dovahkiin | Dragonborn, Dovahkiin | Dragonborn, Lydia (Elder Scrolls)","Smut, like it's just smut y'all, Fluff and Smut, also very gay, but that's just par for the course",English,2018-09-21,Completed,2018-09-21,1123,1/1,2,11,1,151,"“I believe this is checkmate, love,” Lydia said. She pressed a kiss to the dragonborn’s forehead as if to soften the loss. The dragonborn just sighed and tossed her blade into the dirt. “That was a cheap shot, and you know it.” “All is fair in love and war,” Lydia laughed. ~ They fu-"
