work_id,title,author,warnings,rating,category,fandom,relationship,character,additional tags,language,published,status,status date,words,chapters,comments,kudos,bookmarks,hits,summary
15751407,In which no one likes coffee,/users/ivyness/pseuds/ivyness,No Archive Warnings Apply,General Audiences,M/M,Sherlock (TV),Mycroft Holmes/Greg Lestrade,"Mycroft Holmes, Greg Lestrade","au yeah august, Alternate Universe - Coffee Shop",English,2018-08-20,Completed,2018-08-20,659,1/1,null,11,null,90,No one likes coffee
15751344,A Joke Gone Too Far,/users/SkyandClouds/pseuds/PawnP,Major Character Death,Teen And Up Audiences,Gen,Xena: Warrior Princess,Joxer & Xena,"Joxer, Xena (Xena)","Suicide, Angst, Drabble",English,2018-08-21,Completed,2018-08-21,257,1/1,null,1,null,18,"A common joke was that he was an idiot, but, everyone gets tired of jokes."
15751323,"Taako, That's Gross",/users/transtaako/pseuds/transtaako,No Archive Warnings Apply,Not Rated,"M/M, Other",The Adventure Zone (Podcast),"Taako/Reader, Taako (The Adventure Zone)/Reader",Taako (The Adventure Zone),"NSFW, x Reader, taako x reader, Omorashi, Piss kink, Pants wetting, Wetting, omo, Praise Kink, Dirty Talk",English,2018-08-21,Completed,2018-08-21,777,1/1,null,11,null,255,idk i hate myself
15751290,Painful Realizations,/users/pen_gt_sword/pseuds/pen_gt_sword,No Archive Warnings Apply,Teen And Up Audiences,,Harry Potter - J. K. Rowling,,"Harry Potter, Severus Snape, Dudley Dursley, Vernon Dursley, Petunia Evans Dursley","Occlumency, Implied/Referenced Child Abuse, Child Abuse, Implied/Referenced Alcohol Abuse/Alcoholism, Bullying, Legilimency, occlumecy lessons, Abusive Dursleys",English,2018-08-21,Completed,2018-08-21,2729,1/1,null,41,6,397,"After Snape catches Harry viewing his worst memory, Snape goes through Harry's mind to prove he is as arrogant and cruel as James Potter. Both Harry and Severus realize that they had been harboring gross misconceptions for some time."
15751257,Superlative,/users/Tierfal/pseuds/Tierfal,No Archive Warnings Apply,Teen And Up Audiences,M/M,Fullmetal Alchemist - All Media Types,Edward Elric/Roy Mustang,"Roy Mustang, Edward Elric","Canon: Fullmetal Alchemist: Brotherhood, Established Relationship, Hurt/Comfort, Schmoop",English,2018-08-21,Completed,2018-08-21,1839,1/1,27,308,31,1160,"It is a very poor time to be having such a bad day, but Roy supposes that's par for the course. Somehow he manages to be lucky anyway."
15751251,"Pink Shells, Purple Heart",/users/Umimatsu/pseuds/Umimatsu,No Archive Warnings Apply,General Audiences,M/M,osoSong san | Osomatsu-san (Anime),Matsuno Ichimatsu/Matsuno Todomasu,"Matsuno Ichimatsu, Matsuno Todomatsu","merfolk, Loneliness, Friendship, Friends to Lovers, mentions of mating cycles/heats, blmatsu, Alternate Universe - Not Related, Ocean, mentions of karamatsu and jyushimatsu as well!, 110Song ",English,2018-08-21,Completed,2018-08-21,2654,1/1,7,11,2,82,"Ichimatsu often watched the mystery merman and his friends swim and play in the shallow waters of their coral reef. He couldn't help but imagine what it would be like to join them in their games. Tiger sharks were solitary creatures. Ichimatsu grew up never knowing his family or making any friends. Nature guided him to live until adulthood, but it didn’t teach him about how to approach the beauty and ask him his name. Ichimatsu was cautious and shy, nothing like this ethereal being."
15751236,Survival of the Fittest,/users/storyplease/pseuds/storyplease,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,Gen,Harry Potter - J. K. Rowling,,"Severus Snape, Lily Evans, Gilderoy Lockhart","Humor, exercise, Marauders' Era",English,2018-08-21,Completed,2018-08-21,1884,1/1,null,1,null,48,"When Lily proposes something...unusual...Severus isn't sure if he's willing to take her up on her offer. When he finally does, however, he will find himself at the receiving end of a rather memorable experience..."
15751233,it's the god that heroin prays to,/users/raindropwaltz/pseuds/raindropwaltz,No Archive Warnings Apply,Explicit,F/M,"Star Wars - All Media Types, Star Wars Sequel Trilogy",Armitage Hux/Rey,"Rey (Star Wars), Armitage Hux","Blood Kink, Worship, minor d/s vibes, this is basically yet another of my 'love letters from hux to rey who terrifies and arouses him', listen i have no reason for this other than we need more reyux, and honestly i need any excuse to have hux worship rey, so here is that",English,2018-08-21,Completed,2018-08-21,2380,1/1,6,18,4,237,"he brings sacrifice and rage to her bloody altar, begging to be favored and she--she, with heavy heart and burning core and knowing eyes--she returns to let him worship, time and again"
15751227,An Evening To Remember,/users/storyplease/pseuds/storyplease,Creator Chose Not To Use Archive Warnings,Teen And Up Audiences,F/M,Harry Potter - J. K. Rowling,"Hermione Granger/Severus Snape, Lavender Brown/Ron Weasley","Severus Snape, Hermione Granger, Ron Weasley, Lavender Brown","Humor, Romance, Ridiculous, Library, Funny, Snark",English,2018-08-21,Completed,2018-08-21,3000,1/1,13,100,8,728,"Severus Snape doesn't mean to find trouble, but trouble always seems to know just how to find him. When he responds to a bulletin board ad on a whim, he soon finds himself in over his head. Then again, sometimes it is when things seem darkest that an unexpected light can truly shine its brightest."
15751194,"Sketchy Details, Clear Hearts",/users/MercurialBianca_TheHonorableMrsMcCarthy/pseuds/MercurialBianca_TheHonorableMrsMcCarthy,No Archive Warnings Apply,Mature,F/M,Miss Fisher's Murder Mysteries,Phryne Fisher/Jack Robinson,"Phryne Fisher, Jack Robinson","Hurt/Comfort, Reunions, Post-Canon, Shirtless",English,2018-08-21,Completed,2018-08-21,1245,1/1,16,53,null,504,"
She had followed the sound of his voice. She could feel her pulse begin to race remembering the running. All the twists and turns. Is it all a dream?
"
